date,epiweek,year,month,geography,geography_code,geography_type,disease,metric,positivity_percent,positive_tests,total_tests,age,sex
2023-08-13,32,2023,8,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,7.1,242,3409,all,all
2023-08-20,33,2023,8,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,7.45,520,6983,all,all
2023-08-27,34,2023,8,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,6.93,240,3461,all,all
2023-09-03,35,2023,9,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,9.72,325,3344,all,all
2023-09-10,36,2023,9,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,10.51,371,3531,all,all
2023-09-17,37,2023,9,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,12.16,610,5017,all,all
2023-09-24,38,2023,9,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,14.5,996,6867,all,all
2023-10-01,39,2023,10,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,12.69,356,2805,all,all
2023-10-08,40,2023,10,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,13.18,451,3422,all,all
2023-10-15,41,2023,10,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,15.53,676,4352,all,all
2023-10-22,42,2023,10,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,15.75,758,4812,all,all
2023-10-29,43,2023,10,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,15.32,411,2683,all,all
2023-11-05,44,2023,11,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,16.86,853,5058,all,all
2023-11-12,45,2023,11,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,16.24,493,3035,all,all
2023-11-19,46,2023,11,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,14.35,552,3846,all,all
2023-11-26,47,2023,11,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,15.27,397,2600,all,all
2023-12-03,48,2023,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,17.98,557,3098,all,all
2023-12-10,49,2023,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,15.95,872,5467,all,all
2023-12-17,50,2023,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,15.51,455,2934,all,all
2023-12-24,51,2023,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,17.52,952,5434,all,all
2023-12-31,52,2023,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,12.56,492,3918,all,all
2024-01-07,1,2024,1,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,13.6,779,5729,all,all
2024-01-14,2,2024,1,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,9.84,296,3008,all,all
2024-01-21,3,2024,1,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,10.49,391,3729,all,all
2024-01-28,4,2024,1,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,11.88,400,3366,all,all
2024-02-04,5,2024,2,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,9.17,266,2901,all,all
2024-02-11,6,2024,2,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,8.59,263,3060,all,all
2024-02-18,7,2024,2,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,8.86,651,7347,all,all
2024-02-25,8,2024,2,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,6.71,225,3354,all,all
2024-03-03,9,2024,3,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,6.52,466,7146,all,all
2024-03-10,10,2024,3,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,3.04,193,6347,all,all
2024-03-17,11,2024,3,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,4.2,173,4118,all,all
2024-03-24,12,2024,3,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,1.82,56,3074,all,all
2024-03-31,13,2024,3,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,2.36,93,3943,all,all
2024-04-07,14,2024,4,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,1.24,64,5162,all,all
2024-04-14,15,2024,4,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.07,3,4183,all,all
2024-04-21,16,2024,4,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,1.35,51,3773,all,all
2024-04-28,17,2024,4,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.1,6,6301,all,all
2024-05-05,18,2024,5,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.09,4,4244,all,all
2024-05-12,19,2024,5,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.11,7,6653,all,all
2024-05-19,20,2024,5,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.08,6,7191,all,all
2024-05-26,21,2024,5,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.07,2,2832,all,all
2024-06-02,22,2024,6,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.91,29,3198,all,all
2024-06-09,23,2024,6,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.34,12,3508,all,all
2024-06-16,24,2024,6,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.94,55,5825,all,all
2024-06-23,25,2024,6,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,0.95,41,4294,all,all
2024-06-30,26,2024,6,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,2.62,123,4695,all,all
2024-07-07,27,2024,7,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,2.04,98,4813,all,all
2024-07-14,28,2024,7,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,3.88,142,3661,all,all
2024-07-21,29,2024,7,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,5.66,250,4419,all,all
2024-07-28,30,2024,7,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,6.29,194,3084,all,all
2024-08-04,31,2024,8,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,6.28,354,5638,all,all
2024-08-11,32,2024,8,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,7.48,419,5600,all,all
2024-08-18,33,2024,8,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,8.7,606,6969,all,all
2024-08-25,34,2024,8,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,9.62,360,3742,all,all
2024-09-01,35,2024,9,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,9.71,259,2667,all,all
2024-09-08,36,2024,9,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,12.95,545,4210,all,all
2024-09-15,37,2024,9,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,13.95,426,3053,all,all
2024-09-22,38,2024,9,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,10.88,706,6486,all,all
2024-09-29,39,2024,9,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,13.99,510,3646,all,all
2024-10-06,40,2024,10,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,15.31,914,5969,all,all
2024-10-13,41,2024,10,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,15.03,565,3758,all,all
2024-10-20,42,2024,10,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,16.55,796,4810,all,all
2024-10-27,43,2024,10,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,17.67,577,3266,all,all
2024-11-03,44,2024,11,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,20.77,538,2590,all,all
2024-11-10,45,2024,11,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,16.87,1208,7160,all,all
2024-11-17,46,2024,11,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,14.45,872,6036,all,all
2024-11-24,47,2024,11,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,17.19,925,5381,all,all
2024-12-01,48,2024,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,20.36,1460,7171,all,all
2024-12-08,49,2024,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,13.0,618,4754,all,all
2024-12-15,50,2024,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,14.79,807,5456,all,all
2024-12-22,51,2024,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,14.68,407,2773,all,all
2024-12-29,52,2024,12,North West,E12000002,Region,influenza,influenza_testing_positivityByWeek,15.64,811,5186,all,all
2023-01-01,52,2023,1,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,11.91,504,4231,all,all
2023-01-08,1,2023,1,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,12.75,462,3623,all,all
2023-01-15,2,2023,1,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,11.95,383,3204,all,all
2023-01-22,3,2023,1,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,8.88,628,7074,all,all
2023-01-29,4,2023,1,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,11.13,601,5402,all,all
2023-02-05,5,2023,2,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,11.28,330,2926,all,all
2023-02-12,6,2023,2,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,8.04,403,5010,all,all
2023-02-19,7,2023,2,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,8.85,314,3549,all,all
2023-02-26,8,2023,2,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,5.79,204,3525,all,all
2023-03-05,9,2023,3,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,4.64,247,5324,all,all
2023-03-12,10,2023,3,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,4.16,265,6377,all,all
2023-03-19,11,2023,3,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,1.69,76,4503,all,all
2023-03-26,12,2023,3,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,3.33,109,3276,all,all
2023-04-02,13,2023,4,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,1.0,57,5719,all,all
2023-04-09,14,2023,4,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.69,18,2626,all,all
2023-04-16,15,2023,4,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,1.44,38,2635,all,all
2023-04-23,16,2023,4,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,1.5,55,3655,all,all
2023-04-30,17,2023,4,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.07,4,5763,all,all
2023-05-07,18,2023,5,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.1,3,2997,all,all
2023-05-14,19,2023,5,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.18,12,6651,all,all
2023-05-21,20,2023,5,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.07,4,5840,all,all
2023-05-28,21,2023,5,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.12,3,2565,all,all
2023-06-04,22,2023,6,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.06,2,3539,all,all
2023-06-11,23,2023,6,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.59,27,4607,all,all
2023-06-18,24,2023,6,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.08,5,6587,all,all
2023-06-25,25,2023,6,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.62,34,5451,all,all
2023-07-02,26,2023,7,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,0.75,42,5620,all,all
2023-07-09,27,2023,7,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,1.13,45,3972,all,all
2023-07-16,28,2023,7,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,4.13,261,6318,all,all
2023-07-23,29,2023,7,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,4.85,338,6972,all,all
2023-07-30,30,2023,7,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,4.99,231,4626,all,all
2023-08-06,31,2023,8,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,5.88,333,5667,all,all
2023-08-13,32,2023,8,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,6.66,213,3196,all,all
2023-08-20,33,2023,8,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,7.5,252,3358,all,all
2023-08-27,34,2023,8,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,11.15,289,2591,all,all
2023-09-03,35,2023,9,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,10.65,412,3870,all,all
2023-09-10,36,2023,9,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,11.83,681,5757,all,all
2023-09-17,37,2023,9,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,13.14,723,5502,all,all
2023-09-24,38,2023,9,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,16.05,542,3376,all,all
2023-10-01,39,2023,10,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,10.05,512,5094,all,all
2023-10-08,40,2023,10,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,14.68,489,3331,all,all
2023-10-15,41,2023,10,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,14.49,540,3726,all,all
2023-10-22,42,2023,10,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,14.05,554,3943,all,all
2023-10-29,43,2023,10,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,15.0,800,5332,all,all
2023-11-05,44,2023,11,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,20.02,1165,5818,all,all
2023-11-12,45,2023,11,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,14.16,376,2655,all,all
2023-11-19,46,2023,11,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,13.9,761,5475,all,all
2023-11-26,47,2023,11,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,20.31,847,4171,all,all
2023-12-03,48,2023,12,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,13.26,402,3032,all,all
2023-12-10,49,2023,12,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,15.31,910,5942,all,all
2023-12-17,50,2023,12,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,18.84,703,3732,all,all
2023-12-24,51,2023,12,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,15.8,610,3860,all,all
2023-12-31,52,2023,12,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,12.45,536,4304,all,all
2024-01-07,1,2024,1,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,13.52,463,3425,all,all
2024-01-14,2,2024,1,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,14.28,980,6864,all,all
2024-01-21,3,2024,1,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,13.84,825,5961,all,all
2024-01-28,4,2024,1,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,11.55,433,3748,all,all
2024-02-04,5,2024,2,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,10.38,353,3402,all,all
2024-02-11,6,2024,2,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,7.28,515,7077,all,all
2024-02-18,7,2024,2,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,8.2,584,7121,all,all
2024-02-25,8,2024,2,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,7.53,544,7221,all,all
2024-03-03,9,2024,3,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,6.54,268,4095,all,all
2024-03-10,10,2024,3,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,5.03,135,2685,all,all
2024-03-17,11,2024,3,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,3.81,110,2884,all,all
2024-03-24,12,2024,3,Yorkshire and The Humber,E12000003,Region,influenza,influenza_testing_positivityByWeek,3.05,128,4199,all,all
