date_value,area_name,disease,metric_value
2024-09-15,East Midlands,RSV,4.8500
2024-09-15,East of England,COVID-19,7.6000
2024-09-15,East of England,influenza,13.3500
2024-09-15,East of England,RSV,4.3900
2024-09-15,England,COVID-19,5.3000
2024-09-15,England,influenza,12.4300
2024-09-15,England,RSV,4.1600
2024-09-15,London,COVID-19,7.1900
2024-09-15,London,influenza,11.4900
2024-09-15,London,RSV,5.1400
2024-09-15,North East,COVID-19,4.6800
2024-09-15,North East,influenza,12.5400
2024-09-15,North East,RSV,3.8600
2024-09-15,North West,COVID-19,6.9400
2024-09-15,North West,influenza,13.9500
2024-09-15,North West,RSV,4.0500
2024-09-15,South East,COVID-19,5.8100
2024-09-15,South East,influenza,11.2500
2024-09-15,South East,RSV,4.1800
2024-09-15,South West,COVID-19,5.6900
2024-09-15,South West,influenza,13.5800
2024-09-15,South West,RSV,5.2200
2024-09-15,West Midlands,COVID-19,6.5000
2024-09-15,West Midlands,influenza,12.1800
2024-09-15,West Midlands,RSV,3.4800
2024-09-15,Yorkshire and The Humber,COVID-19,6.9400
2024-09-15,Yorkshire and The Humber,influenza,13.6100
2024-09-15,Yorkshire and The Humber,RSV,4.3200
2024-09-22,East Midlands,COVID-19,5.0800
2024-09-22,East Midlands,influenza,14.3600
2024-09-22,East Midlands,RSV,5.3700
2024-09-22,East of England,COVID-19,9.3700
2024-09-22,East of England,influenza,11.2200
2024-09-22,East of England,RSV,4.1200
2024-09-22,England,COVID-19,6.5800
2024-09-22,England,influenza,12.9600
2024-09-22,England,RSV,4.6700
2024-09-22,London,COVID-19,5.8700
2024-09-22,London,influenza,15.9900
2024-09-22,London,RSV,4.6400
2024-09-22,North East,COVID-19,8.0000
2024-09-22,North East,influenza,10.5900
2024-09-22,North East,RSV,4.6800
2024-09-22,North West,COVID-19,6.0500
2024-09-22,North West,influenza,10.8800
2024-09-22,North West,RSV,5.1000
2024-09-22,South East,COVID-19,6.1500
2024-09-22,South East,influenza,16.5300
2024-09-22,South East,RSV,5.4600
2024-09-22,South West,COVID-19,6.8800
2024-09-22,South West,influenza,12.0200
2024-09-22,South West,RSV,4.8000
2024-09-22,West Midlands,COVID-19,6.4800
2024-09-22,West Midlands,influenza,10.4000
2024-09-22,West Midlands,RSV,5.5300
2024-09-22,Yorkshire and The Humber,COVID-19,5.6900
2024-09-22,Yorkshire and The Humber,influenza,14.1000
2024-09-22,Yorkshire and The Humber,RSV,3.6600
2024-09-29,East Midlands,COVID-19,5.1400
2024-09-29,East Midlands,influenza,13.4500
2024-09-29,East Midlands,RSV,5.4200
2024-09-29,East of England,COVID-19,5.7800
2024-09-29,East of England,influenza,12.6700
2024-09-29,East of England,RSV,5.3700
2024-09-29,England,COVID-19,6.9000
2024-09-29,England,influenza,14.4400
2024-09-29,England,RSV,4.9800
2024-09-29,London,COVID-19,7.7500
2024-09-29,London,influenza,15.0500
2024-09-29,London,RSV,4.8200
2024-09-29,North East,COVID-19,6.0200
2024-09-29,North East,influenza,15.5800
2024-09-29,North East,RSV,5.2800
2024-09-29,North West,COVID-19,7.6100
2024-09-29,North West,influenza,13.9900
2024-09-29,North West,RSV,4.1100
2024-09-29,South East,COVID-19,6.2000
2024-09-29,South East,influenza,12.4200
2024-09-29,South East,RSV,4.1900
2024-09-29,South West,COVID-19,7.2800
2024-09-29,South West,influenza,12.9700
2024-09-29,South West,RSV,6.0200
2024-09-29,West Midlands,COVID-19,6.4200
2024-09-29,West Midlands,influenza,14.9000
2024-09-29,West Midlands,RSV,5.1400
2024-09-29,Yorkshire and The Humber,COVID-19,6.7700
2024-09-29,Yorkshire and The Humber,influenza,13.6300
2024-09-29,Yorkshire and The Humber,RSV,4.4800
2024-10-06,East Midlands,COVID-19,7.8700
2024-10-06,East Midlands,influenza,16.9100
2024-10-06,East Midlands,RSV,6.2400
2024-10-06,East of England,COVID-19,5.7200
2024-10-06,East of England,influenza,15.9800
2024-10-06,East of England,RSV,4.9400
2024-10-06,England,COVID-19,7.5200
2024-10-06,England,influenza,13.8100
2024-10-06,England,RSV,5.1300
2024-10-06,London,COVID-19,6.8500
2024-10-06,London,influenza,17.2300
2024-10-06,London,RSV,4.5400
2024-10-06,North East,COVID-19,6.9300
2024-10-06,North East,influenza,11.6100
2024-10-06,North East,RSV,4.7700
2024-10-06,North West,COVID-19,5.6000
2024-10-06,North West,influenza,15.3100
2024-10-06,North West,RSV,5.7600
2024-10-06,South East,COVID-19,5.7700
2024-10-06,South East,influenza,13.0300
2024-10-06,South East,RSV,5.1800
2024-10-06,South West,COVID-19,5.1900
2024-10-06,South West,influenza,12.8900
2024-10-06,South West,RSV,4.9500
2024-10-06,West Midlands,COVID-19,6.4400
2024-10-06,West Midlands,influenza,17.5700
2024-10-06,West Midlands,RSV,4.9300
2024-10-06,Yorkshire and The Humber,COVID-19,6.9400
2024-10-06,Yorkshire and The Humber,influenza,14.4400
2024-10-06,Yorkshire and The Humber,RSV,4.1800
2024-10-13,East Midlands,COVID-19,6.7300
2024-10-13,East Midlands,influenza,13.6200
2024-10-13,East Midlands,RSV,4.7200
2024-10-13,East of England,COVID-19,5.4400
2024-10-13,East of England,influenza,17.1700
2024-10-13,East of England,RSV,5.6200
2024-10-13,England,COVID-19,7.8100
2024-10-13,England,influenza,14.7200
2024-10-13,England,RSV,5.3600
2024-10-13,London,COVID-19,7.9600
2024-10-13,London,influenza,14.4500
2024-10-13,London,RSV,4.2200
2024-10-13,North East,COVID-19,6.3800
2024-10-13,North East,influenza,16.2900
2024-10-13,North East,RSV,4.9200
2024-10-13,North West,COVID-19,6.2500
2024-10-13,North West,influenza,15.0300
2024-10-13,North West,RSV,4.3900
2024-10-13,South East,COVID-19,7.0700
2024-10-13,South East,influenza,13.9700
2024-10-13,South East,RSV,5.1800
2024-10-13,South West,COVID-19,7.8900
2024-10-13,South West,influenza,17.8800
2024-10-13,South West,RSV,5.6200
2024-10-13,West Midlands,COVID-19,8.3300
2024-10-13,West Midlands,influenza,15.0400
2024-10-13,West Midlands,RSV,4.6900
2024-10-13,Yorkshire and The Humber,COVID-19,7.9100
2024-10-13,Yorkshire and The Humber,influenza,13.2500
2024-10-13,Yorkshire and The Humber,RSV,5.0600
2024-10-20,East Midlands,COVID-19,8.5900
2024-10-20,East Midlands,influenza,12.3100
2024-10-20,East Midlands,RSV,6.7300
2024-10-20,East of England,COVID-19,5.7800
2024-10-20,East of England,influenza,16.2500
2024-10-20,East of England,RSV,4.8200
2024-10-20,England,COVID-19,7.2500
2024-10-20,England,influenza,15.1800
2024-10-20,England,RSV,5.9500
2024-10-20,London,COVID-19,7.7600
2024-10-20,London,influenza,17.7800
2024-10-20,London,RSV,4.7600
2024-10-20,North East,COVID-19,6.3800
2024-10-20,North East,influenza,15.8100
2024-10-20,North East,RSV,6.6600
2024-10-20,North West,COVID-19,8.0400
2024-10-20,North West,influenza,16.5500
2024-10-20,North West,RSV,4.3400
2024-10-20,South East,COVID-19,6.5300
2024-10-20,South East,influenza,12.6200
2024-10-20,South East,RSV,5.3700
2024-10-20,South West,COVID-19,8.5600
2024-10-20,South West,influenza,14.8100
2024-10-20,South West,RSV,4.7100
2024-10-20,West Midlands,COVID-19,7.7700
2024-10-20,West Midlands,influenza,17.8300
2024-10-20,West Midlands,RSV,5.9800
2024-10-20,Yorkshire and The Humber,COVID-19,6.3100
2024-10-20,Yorkshire and The Humber,influenza,14.0500
2024-10-20,Yorkshire and The Humber,RSV,5.6600
2024-10-27,East Midlands,COVID-19,8.2000
2024-10-27,East Midlands,influenza,15.1100
2024-10-27,East Midlands,RSV,5.7800
2024-10-27,East of England,COVID-19,8.7000
2024-10-27,East of England,influenza,13.0900
2024-10-27,East of England,RSV,6.3600
2024-10-27,England,COVID-19,7.5600
2024-10-27,England,influenza,14.7200
2024-10-27,England,RSV,5.8900
2024-10-27,London,COVID-19,8.3700
2024-10-27,London,influenza,19.1400
2024-10-27,London,RSV,4.6100
2024-10-27,North East,COVID-19,8.7000
2024-10-27,North East,influenza,15.6600
2024-10-27,North East,RSV,4.6700
2024-10-27,North West,COVID-19,5.9600
2024-10-27,North West,influenza,17.6700
2024-10-27,North West,RSV,4.7000
2024-10-27,South East,COVID-19,7.5800
2024-10-27,South East,influenza,13.1300
2024-10-27,South East,RSV,5.5300
2024-10-27,South West,COVID-19,5.9900
2024-10-27,South West,influenza,18.3600
2024-10-27,South West,RSV,5.6300
2024-10-27,West Midlands,COVID-19,7.2300
2024-10-27,West Midlands,influenza,15.2200
2024-10-27,West Midlands,RSV,5.8100
2024-10-27,Yorkshire and The Humber,COVID-19,5.5800
2024-10-27,Yorkshire and The Humber,influenza,16.4400
2024-10-27,Yorkshire and The Humber,RSV,5.9000
2024-11-03,East Midlands,COVID-19,7.1500
2024-11-03,East Midlands,influenza,17.0900
2024-11-03,East Midlands,RSV,4.9400
2024-11-03,East of England,COVID-19,7.4700
2024-11-03,East of England,influenza,18.3500
2024-11-03,East of England,RSV,5.4400
2024-11-03,England,COVID-19,7.3400
2024-11-03,England,influenza,16.4200
2024-11-03,England,RSV,5.7200
2024-11-03,London,COVID-19,7.0100
2024-11-03,London,influenza,13.6400
2024-11-03,London,RSV,4.8600
2024-11-03,North East,COVID-19,6.3400
2024-11-03,North East,influenza,18.5900
2024-11-03,North East,RSV,5.3200
2024-11-03,North West,COVID-19,8.0900
2024-11-03,North West,influenza,20.7700
2024-11-03,North West,RSV,5.2100
2024-11-03,South East,COVID-19,7.5300
2024-11-03,South East,influenza,16.3500
2024-11-03,South East,RSV,6.0200
2024-11-03,South West,COVID-19,9.2900
2024-11-03,South West,influenza,13.7500
2024-11-03,South West,RSV,6.5000
2024-11-03,West Midlands,COVID-19,7.3700
2024-11-03,West Midlands,influenza,15.1500
2024-11-03,West Midlands,RSV,6.2800
2024-11-03,Yorkshire and The Humber,COVID-19,8.3200
2024-11-03,Yorkshire and The Humber,influenza,16.0700
2024-11-03,Yorkshire and The Humber,RSV,7.0700
2024-11-10,East Midlands,COVID-19,7.1000
2024-11-10,East Midlands,influenza,14.8400
2024-11-10,East Midlands,RSV,5.2200
2024-11-10,East of England,COVID-19,8.8000
2024-11-10,East of England,influenza,17.5700
2024-11-10,East of England,RSV,4.9500
2024-11-10,England,COVID-19,7.2200
2024-11-10,England,influenza,16.5600
2024-11-10,England,RSV,6.0000
2024-11-10,London,COVID-19,8.4700
2024-11-10,London,influenza,14.7100
2024-11-10,London,RSV,6.9700
2024-11-10,North East,COVID-19,9.0200
2024-11-10,North East,influenza,16.0800
2024-11-10,North East,RSV,6.6700
2024-11-10,North West,COVID-19,7.4900
2024-11-10,North West,influenza,16.8700
2024-11-10,North West,RSV,5.2400
2024-11-10,South East,COVID-19,7.0300
2024-11-10,South East,influenza,17.4200
2024-11-10,South East,RSV,4.4300
2024-11-10,South West,COVID-19,6.9700
2024-11-10,South West,influenza,18.8500
2024-11-10,South West,RSV,6.6800
2024-11-10,West Midlands,COVID-19,8.1100
2024-11-10,West Midlands,influenza,16.1800
2024-11-10,West Midlands,RSV,5.5600
2024-11-10,Yorkshire and The Humber,COVID-19,8.0200
2024-11-10,Yorkshire and The Humber,influenza,19.4000
2024-11-10,Yorkshire and The Humber,RSV,6.6900
2024-11-17,East Midlands,COVID-19,8.7000
2024-11-17,East Midlands,influenza,17.4400
2024-11-17,East Midlands,RSV,5.5000
2024-11-17,East of England,COVID-19,7.0800
2024-11-17,East of England,influenza,17.1200
2024-11-17,East of England,RSV,5.8400
2024-11-17,England,COVID-19,7.9500
2024-11-17,England,influenza,16.4000
2024-11-17,England,RSV,5.4200
2024-11-17,London,COVID-19,8.4000
2024-11-17,London,influenza,16.1700
2024-11-17,London,RSV,6.8200
2024-11-17,North East,COVID-19,6.8700
2024-11-17,North East,influenza,13.1600
2024-11-17,North East,RSV,5.0900
2024-11-17,North West,COVID-19,9.0300
2024-11-17,North West,influenza,14.4500
2024-11-17,North West,RSV,4.4100
2024-11-17,South East,COVID-19,7.4200
2024-11-17,South East,influenza,16.6400
2024-11-17,South East,RSV,7.2900
2024-11-17,South West,COVID-19,6.5200
2024-11-17,South West,influenza,21.3100
2024-11-17,South West,RSV,5.2100
2024-11-17,West Midlands,COVID-19,9.4300
2024-11-17,West Midlands,influenza,13.2800
2024-11-17,West Midlands,RSV,6.0500
2024-11-17,Yorkshire and The Humber,COVID-19,7.9000
2024-11-17,Yorkshire and The Humber,influenza,18.9900
2024-11-17,Yorkshire and The Humber,RSV,5.2300
2024-11-24,East Midlands,COVID-19,8.4200
2024-11-24,East Midlands,influenza,19.6000
2024-11-24,East Midlands,RSV,5.7300
2024-11-24,East of England,COVID-19,9.1100
2024-11-24,East of England,influenza,15.7500
2024-11-24,East of England,RSV,5.9600
2024-11-24,England,COVID-19,7.1400
2024-11-24,England,influenza,16.1400
2024-11-24,England,RSV,5.8300
2024-11-24,London,COVID-19,6.6700
2024-11-24,London,influenza,18.6900
2024-11-24,London,RSV,4.9100
2024-11-24,North East,COVID-19,6.6000
2024-11-24,North East,influenza,17.1300
2024-11-24,North East,RSV,4.3800
2024-11-24,North West,COVID-19,6.2400
2024-11-24,North West,influenza,17.1900
2024-11-24,North West,RSV,4.9400
2024-11-24,South East,COVID-19,6.9500
2024-11-24,South East,influenza,19.3300
2024-11-24,South East,RSV,5.2100
2024-11-24,South West,COVID-19,7.9000
2024-11-24,South West,influenza,17.3800
2024-11-24,South West,RSV,5.5500
2024-11-24,West Midlands,COVID-19,7.7700
2024-11-24,West Midlands,influenza,17.0800
2024-11-24,West Midlands,RSV,6.6200
2024-11-24,Yorkshire and The Humber,COVID-19,7.3800
2024-11-24,Yorkshire and The Humber,influenza,18.1900
2024-11-24,Yorkshire and The Humber,RSV,5.7900
2024-12-01,East Midlands,COVID-19,7.0800
2024-12-01,East Midlands,influenza,13.2000
2024-12-01,East Midlands,RSV,5.9300
2024-12-01,East of England,COVID-19,7.3600
2024-12-01,East of England,influenza,16.1900
2024-12-01,East of England,RSV,4.5500
2024-12-01,England,COVID-19,7.5000
2024-12-01,England,influenza,15.0000
2024-12-01,England,RSV,6.1900
2024-12-01,London,COVID-19,8.4600
2024-12-01,London,influenza,20.1300
2024-12-01,London,RSV,5.0600
2024-12-01,North East,COVID-19,7.4400
2024-12-01,North East,influenza,14.6800
2024-12-01,North East,RSV,5.9800
2024-12-01,North West,COVID-19,7.4200
2024-12-01,North West,influenza,20.3600
2024-12-01,North West,RSV,4.8200
2024-12-01,South East,COVID-19,6.7000
2024-12-01,South East,influenza,15.8100
2024-12-01,South East,RSV,5.1200
2024-12-01,South West,COVID-19,8.4700
2024-12-01,South West,influenza,17.7500
2024-12-01,South West,RSV,5.4100
2024-12-01,West Midlands,COVID-19,7.5900
2024-12-01,West Midlands,influenza,17.8900
2024-12-01,West Midlands,RSV,6.2100
2024-12-01,Yorkshire and The Humber,COVID-19,8.7100
2024-12-01,Yorkshire and The Humber,influenza,18.1800
2024-12-01,Yorkshire and The Humber,RSV,5.8100
2024-12-08,East Midlands,COVID-19,8.3200
2024-12-08,East Midlands,influenza,16.9100
2024-12-08,East Midlands,RSV,6.5200
2024-12-08,East of England,COVID-19,8.9400
2024-12-08,East of England,influenza,13.2600
2024-12-08,East of England,RSV,5.8000
2024-12-08,England,COVID-19,7.1100
2024-12-08,England,influenza,15.4800
2024-12-08,England,RSV,5.4800
2024-12-08,London,COVID-19,9.3500
2024-12-08,London,influenza,13.3400
2024-12-08,London,RSV,4.6900
2024-12-08,North East,COVID-19,7.6600
2024-12-08,North East,influenza,19.3800
2024-12-08,North East,RSV,4.8700
2024-12-08,North West,COVID-19,8.0200
2024-12-08,North West,influenza,13.0000
2024-12-08,North West,RSV,6.6100
2024-12-08,South East,COVID-19,8.2500
2024-12-08,South East,influenza,14.5800
2024-12-08,South East,RSV,5.3200
2024-12-08,South West,COVID-19,8.1100
2024-12-08,South West,influenza,13.7600
2024-12-08,South West,RSV,6.3000
2024-12-08,West Midlands,COVID-19,8.4900
2024-12-08,West Midlands,influenza,15.4300
2024-12-08,West Midlands,RSV,6.0400
2024-12-08,Yorkshire and The Humber,COVID-19,8.8200
2024-12-08,Yorkshire and The Humber,influenza,17.1700
2024-12-08,Yorkshire and The Humber,RSV,4.7900
2024-12-15,East Midlands,COVID-19,7.5600
2024-12-15,East Midlands,influenza,17.9100
2024-12-15,East Midlands,RSV,5.5200
2024-12-15,East of England,COVID-19,7.1400
2024-12-15,East of England,influenza,17.4500
2024-12-15,East of England,RSV,6.4500
2024-12-15,England,COVID-19,7.7400
2024-12-15,England,influenza,15.1200
2024-12-15,England,RSV,5.1500
2024-12-15,London,COVID-19,7.4600
2024-12-15,London,influenza,17.9000
2024-12-15,London,RSV,5.4000
2024-12-15,North East,COVID-19,5.8500
2024-12-15,North East,influenza,17.8500
2024-12-15,North East,RSV,5.2300
2024-12-15,North West,COVID-19,8.3400
2024-12-15,North West,influenza,14.7900
2024-12-15,North West,RSV,4.5400
2024-12-15,South East,COVID-19,7.1500
2024-12-15,South East,influenza,16.4100
2024-12-15,South East,RSV,5.2100
2024-12-15,South West,COVID-19,7.6600
2024-12-15,South West,influenza,11.7000
2024-12-15,South West,RSV,4.9900
2024-12-15,West Midlands,COVID-19,7.6600
2024-12-15,West Midlands,influenza,17.0200
2024-12-15,West Midlands,RSV,6.0500
2024-12-15,Yorkshire and The Humber,COVID-19,8.1500
2024-12-15,Yorkshire and The Humber,influenza,17.4700
2024-12-15,Yorkshire and The Humber,RSV,4.9000
2024-12-22,East Midlands,COVID-19,6.8400
2024-12-22,East Midlands,influenza,18.2700
2024-12-22,East Midlands,RSV,5.0100
2024-12-22,East of England,COVID-19,6.6800
2024-12-22,East of England,influenza,16.8700
2024-12-22,East of England,RSV,6.7200
2024-12-22,England,COVID-19,8.1900
2024-12-22,England,influenza,14.2200
2024-12-22,England,RSV,5.0300
2024-12-22,London,COVID-19,7.8800
2024-12-22,London,influenza,15.8800
2024-12-22,London,RSV,5.1400
2024-12-22,North East,COVID-19,7.5600
2024-12-22,North East,influenza,15.3400
2024-12-22,North East,RSV,4.3200
2024-12-22,North West,COVID-19,6.0600
2024-12-22,North West,influenza,14.6800
2024-12-22,North West,RSV,5.6500
2024-12-22,South East,COVID-19,7.6300
2024-12-22,South East,influenza,12.5300
2024-12-22,South East,RSV,5.4700
2024-12-22,South West,COVID-19,5.5000
2024-12-22,South West,influenza,13.5000
2024-12-22,South West,RSV,4.6900
2024-12-22,West Midlands,COVID-19,9.2800
2024-12-22,West Midlands,influenza,15.6500
2024-12-22,West Midlands,RSV,6.1800
2024-12-22,Yorkshire and The Humber,COVID-19,6.3700
2024-12-22,Yorkshire and The Humber,influenza,13.5500
2024-12-22,Yorkshire and The Humber,RSV,5.1400
2024-12-29,East Midlands,COVID-19,6.0100
2024-12-29,East Midlands,influenza,17.3500
2024-12-29,East Midlands,RSV,5.1100
2024-12-29,East of England,COVID-19,7.5100
2024-12-29,East of England,influenza,16.4000
2024-12-29,East of England,RSV,5.2300
2024-12-29,England,COVID-19,6.4200
2024-12-29,England,influenza,14.1000
2024-12-29,England,RSV,4.7000
2024-12-29,London,COVID-19,6.2900
2024-12-29,London,influenza,16.0900
2024-12-29,London,RSV,5.7100
2024-12-29,North East,COVID-19,8.0600
2024-12-29,North East,influenza,14.3500
2024-12-29,North East,RSV,4.8100
2024-12-29,North West,COVID-19,5.8100
2024-12-29,North West,influenza,15.6400
2024-12-29,North West,RSV,4.5700
2024-12-29,South East,COVID-19,9.5800
2024-12-29,South East,influenza,13.7500
2024-12-29,South East,RSV,4.5200
2024-12-29,South West,COVID-19,5.4400
2024-12-29,South West,influenza,12.0700
2024-12-29,South West,RSV,4.4000
2024-12-29,West Midlands,COVID-19,7.7400
2024-12-29,West Midlands,influenza,17.8000
2024-12-29,West Midlands,RSV,5.2200
2024-12-29,Yorkshire and The Humber,COVID-19,5.7500
2024-12-29,Yorkshire and The Humber,influenza,18.1600
2024-12-29,Yorkshire and The Humber,RSV,5.5100

(3150 rows affected)
